ObjektNr;Objektname;Baustelle;BaustPLZ;BaustOrt;BaustKanton;BaustBezirk;ReferenzNr;Kurzbeschreibung;Baustadium;BaustadiumDatum;BaustadiumAlt;BaustadiumDatumAlt;Baukosten;Baubeginn;Bauende;AnzWhg;Hauptkategorie;KatCode01;KatText01;KatCode02;KatText02;KatCode03;KatText03;KatCode04;KatText04;KatCode05;KatText05;KatCode06;KatText06;KatCode07;KatText07;KatCode08;KatText08;KatCode09;KatText09;KatCode10;KatText10
3276239;Sanierung Tennisplätze;Rietstrasse 37;9436;Balgach;SG;Rheintal;Parz. 230;Sanierung Tennisplätze;Baubewilligung erteilt;29.03.2024;Baugesuch eingereicht;13.02.2024;0.37 Mio CHF;;;;Freizeit, Sport, Erholung;1210;Sportanlagen, Turn- und Mehrzweckanlagen;;;;;;;;;;;;;;;;;;
3276242;Sanierung St. Laurentius Kirche;Kirchbünte;8890;Flums;SG;Sarganserland;Parz. 33;Sanierung St. Laurentius Kirche;Baubewilligung erteilt;08.05.2024;Baugesuch eingereicht;13.02.2024;2.00 Mio CHF;Mai 24;;;Kultus;1510;Kirchen und Kapellen;1510;Kirchen und Kapellen;;;;;;;;;;;;;;;;
3276247;Umbau best. Verladerampe an der Halle 10;Wilerstrasse 35 / 37a;9536;Schwarzenbach SG;SG;Wil;Parz. 21, 23;Umbau best. Verladerampe an der Halle 10 und Neubau Verbindungsdach Halle 3 zu Halle 11;Baubewilligung erteilt;09.07.2024;Baugesuch eingereicht;13.02.2024;0.25 Mio CHF;;;;Industrie und Gewerbe;380;Betriebs- und Gewerbebauten;380;Betriebs- und Gewerbebauten;;;;;;;;;;;;;;;;
3276252;Sanierung Gebäudehülle bei Gewerbegebäude und Erstellung Photovoltaikanlage;Plonserfeld;8887;Mels;SG;Sarganserland;Parz. 4100;Sanierung Gebäudehülle bei Gewerbegebäude und Erstellung Photovoltaikanlage;Baubewilligung erteilt;07.08.2024;Baugesuch eingereicht;13.02.2024;2.70 Mio CHF;Juni 2024 (Etappenbau);Jul 26;;Industrie und Gewerbe;380;Betriebs- und Gewerbebauten;380;Betriebs- und Gewerbebauten;;;;;;;;;;;;;;;;
3276253;Rückbau Stellwerk Perron beim Bahnhofgebäude;Bahnhofplatz 2;8640;Rapperswil SG;SG;See-Gaster;Parz. 784;Rückbau Stellwerk Perron beim Bahnhofgebäude;Baubewilligung erteilt;21.04.2024;Baugesuch eingereicht;13.02.2024;0.06 Mio CHF;08.04.2024;;;Verkehrsanlagen;1330;Werkhöfe;;;;;;;;;;;;;;;;;;
3276257;Einbau Wellnessraum mit Aussenbereich bei Hotel Rebsto;Thalerstrasse 57.3;9404;Rorschacherberg;SG;Rorschach;Parz. 193;Einbau Wellnessraum mit Aussenbereich bei Hotel Rebstock;Baubewilligung erteilt;03.04.2024;Baugesuch eingereicht;13.02.2024;0.80 Mio CHF;Ende 2024;Mai 25;;Gastgewerbe und Fremdenverkehr;1120;Hotel- und Motelbauten;1120;Hotel- und Motelbauten;;;;;;;;;;;;;;;;
3276373;Fassaden- und Grundrissanpassungen beim Restaurant;Gontenstrasse 35;9050;Appenzell;AI;Appenzell I.Rh.;Parz. 438;Fassaden- und Grundrissanpassungen beim Restaurant;Baubewilligung erteilt;16.04.2024;Baugesuch eingereicht;14.02.2024;0.15 Mio CHF;;;;Gastgewerbe und Fremdenverkehr;1110;Restaurationsbetriebe;1110;Restaurationsbetriebe;;;;;;;;;;;;;;;;
3276374;Erstellen Provisorium Schulräumlichkeiten;Lehnstrasse 134;9050;Appenzell Meistersrüte;AI;Appenzell I.Rh.;Parz. 1203;Erstellen Provisorium Schulräumlichkeiten Schule Meistersrüte (Container);Baubewilligung erteilt;16.04.2024;Baugesuch eingereicht;14.02.2024;0.35 Mio CHF;;;;Unterricht, Bildung und Forschung;210;Kinderhorte und Kindergärten;220;Primar- und Sekundarschulen;;;;;;;;;;;;;;;;
3276434;Teilsanierung Fassade bei Gewerbegebäude;Tramstrasse 16;9442;Berneck;SG;Rheintal;Parz. 548;Teilsanierung Fassade bei Gewerbegebäude;Baubewilligung erteilt;27.03.2024;Baugesuch eingereicht;14.02.2024;0.10 Mio CHF;;;;Industrie und Gewerbe;380;Betriebs- und Gewerbebauten;;;;;;;;;;;;;;;;;;
3276439;Abbruch Kompressorgebäude Gastankstelle;St. Gallerstrasse 52.1;9400;Rorschach;SG;Rorschach;Parz. 6;Abbruch Kompressorgebäude Gastankstelle;Baubewilligung erteilt;06.04.2024;Baugesuch eingereicht;14.02.2024;0.05 Mio CHF;;;;Industrie und Gewerbe;380;Betriebs- und Gewerbebauten;;;;;;;;;;;;;;;;;;
3276442;Abbruch Einfamilienhaus;Klosterweidlistrasse 28;9010;St. Gallen;SG;St. Gallen;Parz.;Abbruch Einfamilienhaus;Baubewilligung erteilt;29.04.2024;Baugesuch eingereicht;14.02.2024;0.06 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3276445;Neubau Aussenschwingplatz;Austrasse 9;9014;St. Gallen;SG;St. Gallen;Parz.;Neubau Aussenschwingplatz;Baubewilligung erteilt;16.04.2024;Baugesuch eingereicht;14.02.2024;0.20 Mio CHF;;;;Freizeit, Sport, Erholung;1270;Aussenanlagen, Kinderspielplätze und Parkanlagen;;;;;;;;;;;;;;;;;;
3277088;Umbau und Umnutzung Scheune in Remise;Zuckenmatt 1045;9606;Bütschwil;SG;Toggenburg;Parz. 705;Umbau und Umnutzung Scheune in Remise;Baubewilligung erteilt;31.05.2024;Baugesuch eingereicht;16.02.2024;0.06 Mio CHF;Jun 24;Aug 24;;Land- und Forstwirtschaft;410;Schuppen und Hütten;;;;;;;;;;;;;;;;;;
3277133;Erneuerung Versorgungsleitungen Gaisberg;Gaisberg;9246;Niederbüren;SG;Wil;Parz. 498, 503, 505, 508, 510, 512;Erneuerung Versorgungsleitungen Gaisberg mit Unterquerung Grenzbach;Baubewilligung erteilt;25.06.2024;Baugesuch eingereicht;16.02.2024;0.30 Mio CHF;24.06.2024;09.07.2024;;Infrastrukturbauten;3230;Gas- und Wasserverteilleitungen;;;;;;;;;;;;;;;;;;
3277148;Einbau/Einrichtung Reinraum in Bestandesbau;Allmeindstrasse 19;8716;Schmerikon;SG;See-Gaster;Parz. 1067;Einbau/Einrichtung Reinraum in Bestandesbau (Unternehmer bestimmt);Baubewilligung erteilt;28.05.2024;Baugesuch eingereicht;16.02.2024;0.06 Mio CHF;Aug 24;;;Industrie und Gewerbe;380;Betriebs- und Gewerbebauten;;;;;;;;;;;;;;;;;;
3277159;Neubau Messchacht Kraftwerk Strick mit Leitungen;Rohrstrasse;9466;Sennwald;SG;Werdenberg;Parz. 4371;Neubau Messchacht Kraftwerk Strick mit Leitungen;Baubewilligung erteilt;31.05.2024;Baugesuch eingereicht;16.02.2024;0.10-0.15 Mio CHF;24.06.2024;Mitte Oktober 2024;;Technische Anlagen;520;Wasseraufbereitungsanlagen;3210;Hochspannungsleitungen;3230;Gas- und Wasserverteilleitungen;;;;;;;;;;;;;;
3277169;Sanierung Schmutzwasserleitung Rüfi;Rüfi;9466;Sennwald;SG;Werdenberg;Parz. 2204, 2243, 2247, 3086, 3925;Sanierung Schmutzwasserleitung Rüfi (Submission beendet);Baubewilligung erteilt;04.09.2024;Baugesuch eingereicht;16.02.2024;0.08 Mio CHF;Okt 24;Okt 24;;Infrastrukturbauten;3120;Kanalisationen ausserorts;;;;;;;;;;;;;;;;;;
3277176;Anbau Verladeraum / Zwischenlager;Brumoosstrasse 9;9240;Uzwil;SG;Wil;Parz. 2917;Anbau Verladeraum / Zwischenlager (Unternehmer bestimmt);Baubewilligung erteilt;26.06.2024;Baugesuch eingereicht;16.02.2024;0.05 Mio CHF;;;;Industrie und Gewerbe;380;Betriebs- und Gewerbebauten;;;;;;;;;;;;;;;;;;
3277197;Abbruch Altbauten;Stockenstrasse 3, 5;9249;Algetshausen;SG;Wil;Parz. 1382;Abbruch Altbauten;Baubewilligung erteilt;17.05.2024;Baugesuch eingereicht;16.02.2024;0.10 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3277515;Abbruch Einfamilienhaus;Sigristenberg 946;9473;Gams;SG;Werdenberg;Parz. 487;Abbruch Einfamilienhaus;Baubewilligung erteilt;11.07.2024;Baugesuch eingereicht;20.02.2024;0.04 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3277516;Wiederaufbau Wohnhaus;Salen 2154;9472;Grabserberg;SG;Werdenberg;Parz. 3615;Wiederaufbau Wohnhaus (L-Zone);Baubewilligung erteilt;30.05.2024;Baugesuch eingereicht;19.02.2024;0.80 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3277519;Erneuerung Leitung Hönenschwil;Bergli / Hönenschwil;9115;Dicken;SG;Toggenburg;Parz.  348, 351;Erneuerung Leitung Hönenschwil;Baubewilligung erteilt;25.09.2024;Baugesuch eingereicht;19.02.2024;0.65-0.70 Mio CHF;Ende Oktober 2024;;;Infrastrukturbauten;3120;Kanalisationen ausserorts;3230;Gas- und Wasserverteilleitungen;;;;;;;;;;;;;;;;
3277746;Neubau Provisorium Freibad;Sportstrasse / Mooswisen / Seminarstrasse;9200;Gossau SG;SG;St. Gallen;Parz. 3226, 2656, 344;Neubau Provisorium Freibad (im Bau);Baubewilligung erteilt;16.04.2024;Baugesuch eingereicht;20.02.2024;0.15 Mio CHF;;;;Freizeit, Sport, Erholung;1220;Tribünenbauten und Garderobengebäude;;;;;;;;;;;;;;;;;;
3277748;Abbruch Wohnhaus und Schopf;Schrändli-Schlatt 1614;9652;Neu St. Johann;SG;Toggenburg;Parz. 486;Abbruch Wohnhaus und Schopf;Baubewilligung erteilt;12.09.2024;Baugesuch eingereicht;20.02.2024;0.06 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;410;Schuppen und Hütten;;;;;;;;;;;;;;;;
3277749;Neubau Wohnhaus und Pferdestall;Schrändli-Schlatt 1614;9652;Neu St. Johann;SG;Toggenburg;Parz. 486;Neubau Wohnhaus und Pferdestall;Baubewilligung erteilt;12.09.2024;Baugesuch eingereicht;20.02.2024;0.80-1.00 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;430;Stallungen und landwirtschaftliche Produktionsanlagen;;;;;;;;;;;;;;;;
3277751;Abbruch Einfamilienhaus;Kühlhausstrasse 6;9451;Kriessern;SG;Rheintal;Parz. 3709;Abbruch Einfamilienhaus;Baubewilligung erteilt;16.04.2024;Baugesuch eingereicht;20.02.2024;0.03 Mio CHF;08.04.2024;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3277970;Abbruch Holzschöpfe und Teilabbruch Klassenzimmer;Unterdorf;8887;Mels;SG;Sarganserland;Parz.967;Abbruch Holzschöpfe und Teilabbruch Klassenzimmer (neue Eingabe);Baubewilligung erteilt;18.07.2024;Baugesuch eingereicht;26.02.2024;0.06 Mio CHF;;;;Unterricht, Bildung und Forschung;220;Primar- und Sekundarschulen;410;Schuppen und Hütten;;;;;;;;;;;;;;;;
3277971;Erweiterung best. Tiefgarage;Rorschacher Strasse 254a;9016;St. Gallen;SG;St. Gallen;Parz. 6034, 1854, 6035;Erweiterung best. Tiefgarage;Baubewilligung erteilt;23.05.2024;Baugesuch eingereicht;22.02.2024;1.10 Mio CHF;Sep 24;Apr 25;;Verkehrsanlagen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;;;
3277975;Ersatzneubau Durchlass/Wasserleitung;Sorntal;9213;Hauptwil;SG;St. Gallen;Parz. 433, 436, 442;Ersatzneubau Durchlass/Wasserleitung;Baubewilligung erteilt;30.08.2024;Baugesuch eingereicht;21.02.2024;0.35 Mio CHF;;;;Infrastrukturbauten;3230;Gas- und Wasserverteilleitungen;;;;;;;;;;;;;;;;;;
3278110;Anbau an best. Waschanlage;Oberrieterstrasse 83;9450;Altstätten SG;SG;Rheintal;Parz. 5043;Anbau an best. Waschanlage;Baubewilligung erteilt;10.04.2024;Baugesuch eingereicht;22.02.2024;0.10 Mio CHF;;;;Industrie und Gewerbe;380;Betriebs- und Gewerbebauten;;;;;;;;;;;;;;;;;;
3278128;Abbruch Kindertagesstätte;Wieslistrasse 18;9434;Au SG;SG;Rheintal;Parz. 2441;Abbruch Kindertagesstätte;Baubewilligung erteilt;24.10.2024;Baugesuch eingereicht;22.02.2024;0.05 Mio CHF;;;;Industrie und Gewerbe;380;Betriebs- und Gewerbebauten;;;;;;;;;;;;;;;;;;
3278139;Erweiterung Primarschulhaus Büelen Haus A;Büelen 2440.1;9650;Nesslau;SG;Toggenburg;Parz. 79;Erweiterung Primarschulhaus Büelen Haus A;Baubewilligung erteilt;25.07.2024;Baugesuch eingereicht;22.02.2024;1.40 Mio CHF;Jul 24;;;Unterricht, Bildung und Forschung;220;Primar- und Sekundarschulen;;;;;;;;;;;;;;;;;;
3278857;Abbruch Mehrfamilienhaus, Schopf und Garage;Hauptstrasse 83, 85;9422;Staad SG;SG;Rorschach;Parz. 113, 114;Abbruch Mehrfamilienhaus, Schopf und Garage;Baubewilligung erteilt;03.04.2024;Baugesuch eingereicht;23.02.2024;0.10 Mio CHF;Herbst 2024;;;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;410;Schuppen und Hütten;1313;Garagen / Fertiggaragen;;;;;;;;;;;;;;
3278867;Umbau Säntispark Teilbereich Handel;Wiesenbachstrasse 7;9030;Abtwil SG;SG;St. Gallen;Parz. 70;Umbau Säntispark Teilbereich Handel und Sanierung Dach;Baubewilligung erteilt;23.07.2024;Baugesuch eingereicht;23.02.2024;4.20 Mio CHF;ca. Frühling 2025;Herbst 2025;;Handel und Verwaltung;620;Warenhäuser und Einkaufszentren;620;Warenhäuser und Einkaufszentren;;;;;;;;;;;;;;;;
3278868;Umnutzung Ausstellung in Standort Carglass;Wilerstrasse 82;9200;Gossau SG;SG;St. Gallen;Parz. 4415;Umnutzung Ausstellung in Standort Carglass mit Werkstatt und Rampe;Baubewilligung erteilt;17.11.2024;Baugesuch eingereicht;23.02.2024;0.15 Mio CHF;;;;Industrie und Gewerbe;380;Betriebs- und Gewerbebauten;380;Betriebs- und Gewerbebauten;;;;;;;;;;;;;;;;
3278869;Abbruch Einfamilienhaus;Amperdell;8887;Mels;SG;Sarganserland;Parz. 3630;Abbruch Einfamilienhaus;Baubewilligung erteilt;29.08.2024;Baugesuch eingereicht;23.02.2024;0.03-0.04 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3278874;Erstazneubau Montagehalle;Wilerstrasse 1692;9230;Flawil;SG;Wil;Parz. 1206;Erstazneubau Montagehalle;Baubewilligung erteilt;29.08.2024;Baugesuch eingereicht;23.02.2024;5.00 Mio CHF;Jan 25;Jan 26;;Industrie und Gewerbe;370;Industrielle Produktionsbauten;;;;;;;;;;;;;;;;;;
3278876;Neubau Fernwärme und Hydrantenleitung;Sonnenhalbstrasse;9656;Alt St. Johann;SG;Toggenburg;Parz.  diverse;Neubau Fernwärme und Hydrantenleitung;Baubewilligung erteilt;13.08.2024;Baugesuch eingereicht;23.02.2024;0.50 Mio CHF;05.08.2024;Ende Oktober 2024;;Infrastrukturbauten;3230;Gas- und Wasserverteilleitungen;3240;Fernwärme-Verteilleitungen;;;;;;;;;;;;;;;;
3279194;Gebäudesanierung Trakt B und C (Klinik Gais);Gäbrisstrasse 1172;9056;Gais;AR;Mittelland;Parz. 609;Gebäudesanierung Trakt B und C (Klinik Gais, Submission auf Einladung beendet);Baubewilligung erteilt;30.04.2024;Baugesuch eingereicht;26.02.2024;1.10 Mio CHF;Mai 24;Nov 24;;Fürsorge und Gesundheit;820;Krankenhäuser;;;;;;;;;;;;;;;;;;
3279215;Umlegung HD Gasleitung;Kirlenstrasse 1;9450;Altstätten SG;SG;Rheintal;Parz. 3001;Umlegung HD Gasleitung;Baubewilligung erteilt;16.05.2024;Baugesuch eingereicht;26.02.2024;0.20 Mio CHF;;;;Infrastrukturbauten;3230;Gas- und Wasserverteilleitungen;;;;;;;;;;;;;;;;;;
3279216;Anbau Büro;Churerstrasse 39a;9450;Altstätten SG;SG;Rheintal;Parz. 5439;Anbau Büro;Baubewilligung erteilt;18.04.2024;Baugesuch eingereicht;26.02.2024;0.50 Mio CHF;;;;Handel und Verwaltung;640;Bürobauten mit erhöhten Anforderungen;;;;;;;;;;;;;;;;;;
3279221;Erstellung Schullprovisorium-Modulbau;Unterdorf;8887;Mels;SG;Sarganserland;Parz. 967;Erstellung Schullprovisorium-Modulbau (neue Eingabe);Baubewilligung erteilt;18.07.2024;Baugesuch eingereicht;26.02.2024;3.40 Mio CHF;Mitte August 2024;ende September 2024;;Unterricht, Bildung und Forschung;220;Primar- und Sekundarschulen;;;;;;;;;;;;;;;;;;
3279222;Teilabbruch Wohnhaus;Salen 2154;9472;Grabserberg;SG;Werdenberg;Parz. 3615;Teilabbruch Wohnhaus;Baubewilligung erteilt;30.05.2024;Baugesuch eingereicht;19.02.2024;0.03 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3279223;Abbruch Einfamilienhaus;Bontenfeldstrasse 13;9462;Montlingen;SG;Rheintal;Parz. 4489;Abbruch Einfamilienhaus;Baubewilligung erteilt;02.05.2024;Baugesuch eingereicht;26.02.2024;0.03 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3279226;Einbau Wohn- und Schlafraum bei Oekonomiegebäude;Alp Waldboden;7314;Vadura;SG;Sarganserland;Parz. 225;Einbau Wohn- und Schlafraum bei Oekonomiegebäude;Baubewilligung erteilt;25.07.2024;Baugesuch eingereicht;26.02.2024;0.20 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);430;Stallungen und landwirtschaftliche Produktionsanlagen;;;;;;;;;;;;;;;;;;
3279361;Abbruch Einfamilienhaus;Immstrasse 1;9050;Appenzell;AI;Appenzell I.Rh.;Parz. 1521;Abbruch Einfamilienhaus;Baubewilligung erteilt;13.08.2024;Baugesuch eingereicht;27.02.2024;0.05 Mio CHF;Anfang 2025;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3279379;Sanierung Betriebsareal;Werkstrasse 3a;9434;Au SG;SG;Rheintal;Parz.2329;Sanierung Betriebsareal;Baubewilligung erteilt;30.08.2024;Baugesuch eingereicht;27.02.2024;0.10 Mio CHF;;;;Verkehrsbauten;2110;Strassen;;;;;;;;;;;;;;;;;;
3279388;Anbau Mutterkuhlaufstall und Jauchegrube;Winzenberg 27;9604;Lütisburg;SG;Toggenburg;Parz. 501;Anbau Mutterkuhlaufstall, Nebau Jauchegrube;Baubewilligung erteilt;29.08.2024;Baugesuch eingereicht;27.02.2024;0.45 Mio CHF;;;;Land- und Forstwirtschaft;430;Stallungen und landwirtschaftliche Produktionsanlagen;480;Jauchegrube;;;;;;;;;;;;;;;;
3279393;Sanierung Dach bei Wohnhaus mit Installation Photovoltaikanlage;Gublen 1758.1;9651;Ennetbühl;SG;Toggenburg;Parz. 455;Sanierung Dach bei Wohnhaus mit Installation Photovoltaikanlage;Baubewilligung erteilt;08.05.2024;Baugesuch eingereicht;27.02.2024;0.10 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;;;;;;;;;;;;;;;;
3280327;Umbau und Erweiterung Wohnhaus;Speerweg 2;9606;Bütschwil;SG;Toggenburg;Parz. 1044;Umbau und Erweiterung Wohnhaus;Baubewilligung erteilt;16.05.2024;Baugesuch eingereicht;01.03.2024;0.20 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;111;Einfamilienhäuser;;;;;;;;;;;;;;;;
3280368;Um- und Anbau Milchviehstall mit Futterlager;Burgweg 7;7312;Pfäfers;SG;Sarganserland;Parz. 1782;Um- und Anbau Milchviehstall mit Futterlager;Baubewilligung erteilt;03.10.2024;Baugesuch eingereicht;01.03.2024;0.50 Mio CHF;;;;Land- und Forstwirtschaft;420;Futterlagerräume, Treibhäuser und Silobauten;430;Stallungen und landwirtschaftliche Produktionsanlagen;430;Stallungen und landwirtschaftliche Produktionsanlagen;;;;;;;;;;;;;;
3280373;Abbruch best. Geb. Nr. 1179;Rosenhaldenstrasse 4;7323;Wangs;SG;Sarganserland;Parz. 54;Abbruch best. Geb. Nr. 1179;Baubewilligung erteilt;04.04.2024;Baugesuch eingereicht;01.03.2024;0.05 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3280375;Neubau Mehrfamilienhaus;Rosenhaldenstrasse 4;7323;Wangs;SG;Sarganserland;Parz. 54;Neubau Mehrfamilienhaus mit Luft/Wasser-Wärmepumpe;Baubewilligung erteilt;04.04.2024;Baugesuch eingereicht;01.03.2024;2.08 Mio CHF;;;;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;;;;;;;;;;;;;;;;;;
3280384;Umbau Laden und UG, Anbau Lift und Rampe;Bahnhofstrasse 5;9630;Wattwil;SG;Toggenburg;Parz. 2044;Umbau Laden und UG, Anbau Lift und Rampe;Baubewilligung erteilt;19.06.2024;Baugesuch eingereicht;01.03.2024;0.40 Mio CHF;Jul 24;Okt 24;;Handel und Verwaltung;610;Ladenbauten;610;Ladenbauten;;;;;;;;;;;;;;;;
3280387;Erweiterung Fernwärmeleitung;Frühweidstrasse;9656;Alt St. Johann;SG;Toggenburg;Parz. diverse;Erweiterung Fernwärmeleitung, Erneuerung Hydrantennetz;Baubewilligung erteilt;29.08.2024;Baugesuch eingereicht;01.03.2024;1.50 Mio CHF;Aug 24;Nov 24;;Infrastrukturbauten;3230;Gas- und Wasserverteilleitungen;3240;Fernwärme-Verteilleitungen;;;;;;;;;;;;;;;;
3281042;Sanierung Quellschacht und Teilsanierung Sandloch;Länglerstrasse;9436;Balgach;SG;Rheintal;Parz. 1532;Sanierung Quellschacht und Teilsanierung Quellfassungsleitungen Sandloch;Baubewilligung erteilt;14.06.2024;Baugesuch eingereicht;05.03.2024;0.31 Mio CHF;;;;Infrastrukturbauten;3230;Gas- und Wasserverteilleitungen;;;;;;;;;;;;;;;;;;
3281045;Sanierung Oekonomiegebäude mit Aufbau PV-Anlage;Zündli 517;9655;Stein SG;SG;Toggenburg;Parz. 130;Sanierung Oekonomiegebäude mit Aufbau PV-Anlage;Baubewilligung erteilt;08.05.2024;Baugesuch eingereicht;05.03.2024;0.20 Mio CHF;;;;Land- und Forstwirtschaft;430;Stallungen und landwirtschaftliche Produktionsanlagen;430;Stallungen und landwirtschaftliche Produktionsanlagen;;;;;;;;;;;;;;;;
3281047;Sanierung Dach, Installation Photovoltaik auf Stal;Hofstatt 1979.1;9651;Ennetbühl;SG;Toggenburg;Parz. 952K;Sanierung Dach, Installation Photovoltaik auf Dach Stall;Baubewilligung erteilt;11.04.2024;Baugesuch eingereicht;05.03.2024;0.13 Mio CHF;;;;Land- und Forstwirtschaft;430;Stallungen und landwirtschaftliche Produktionsanlagen;430;Stallungen und landwirtschaftliche Produktionsanlagen;430;Stallungen und landwirtschaftliche Produktionsanlagen;;;;;;;;;;;;;;
