Anlieferungsdatum,Gesamtgewicht,Trend,Seasonal,Residual
2021-09-13 00:00:00+00:00,649.98,998.5518054794522,-176.3337484002857,-172.2380570791665
2021-09-14 00:00:00+00:00,1012.7,998.7570109589044,-75.51614482323589,89.45913386433153
2021-09-15 00:00:00+00:00,1241.98,1001.5341068493153,105.72885966705584,134.71703348362885
2021-09-16 00:00:00+00:00,689.12,1002.351367123288,-192.7430052490451,-120.48836187424291
2021-09-17 00:00:00+00:00,924.4,1002.6078054794523,94.41293257458003,-172.62073805403233
2021-09-18 00:00:00+00:00,736.48,1002.0715497716898,66.08197359455225,-331.673523366242
2021-09-19 00:00:00+00:00,548.56,1001.1385086757992,576.8937689524239,-1029.4722776282233
2021-09-20 00:00:00+00:00,360.64,999.8086821917808,204.90956431029568,-844.0782465020765
2021-09-21 00:00:00+00:00,1117.1200000000001,997.1985452054796,235.72274414305326,-115.80128934853275
2021-09-22 00:00:00+00:00,603.6,996.4855589041097,-183.6283755675682,-209.25718333654143
2021-09-23 00:00:00+00:00,797.6800000000001,995.8628739726029,-58.421420392344956,-139.76145358025786
2021-09-24 00:00:00+00:00,399.36,995.0593671232879,-31.638596723970956,-564.0607703993169
2021-09-25 00:00:00+00:00,573.74,992.133084018265,305.8539767160925,-724.2470607343575
2021-09-26 00:00:00+00:00,748.12,989.5454675799089,292.42172093241163,-533.8471885123205
2021-09-27 00:00:00+00:00,922.5,987.2965178082194,51.90991081083139,-116.70642861905078
2021-09-28 00:00:00+00:00,816.0,987.1760246575344,43.50988151116887,-214.6859061687033
2021-09-29 00:00:00+00:00,555.0600000000001,983.3428191780822,-182.02897518575386,-246.25384399232829
2021-09-30 00:00:00+00:00,925.94,982.2398602739728,171.46270327714066,-227.7625635511134
2021-10-01 00:00:00+00:00,1341.6200000000001,979.97558630137,349.60742648889374,12.036987209736424
2021-10-02 00:00:00+00:00,1255.1133333333335,977.5567406392695,196.35282549973346,81.20376719433051
2021-10-03 00:00:00+00:00,1168.6066666666666,974.9833232876715,107.47003090326717,86.15331247572789
2021-10-04 00:00:00+00:00,1082.1,972.2553342465754,318.76014954881015,-208.91548379538568
2021-10-05 00:00:00+00:00,631.8,971.035476712329,-57.36325144035002,-281.872225271979
2021-10-06 00:00:00+00:00,519.26,972.2455041095892,506.8974498535948,-959.882953963184
2021-10-07 00:00:00+00:00,760.18,976.1985452054796,-88.64937031364778,-127.36917489183188
2021-10-08 00:00:00+00:00,653.28,974.8596958904111,-160.48219961331023,-161.0974962771009
2021-10-09 00:00:00+00:00,955.0866666666667,973.7930018264841,52.94910989981258,-71.65544505962998
2021-10-10 00:00:00+00:00,1256.8933333333334,975.2746456621006,235.08772900197653,46.53095866925628
2021-10-11 00:00:00+00:00,1558.7,979.3046273972606,293.39196271601264,286.00340988672684
2021-10-12 00:00:00+00:00,989.4399999999999,979.9494493150687,-97.86864375259972,107.35919443753096
2021-10-13 00:00:00+00:00,525.04,980.0342712328769,-233.09518812075535,-221.8990831121216
2021-10-14 00:00:00+00:00,1025.56,981.9680246575344,-19.74752974918499,63.339505091650494
2021-10-15 00:00:00+00:00,951.26,981.875268493151,44.85878980959997,-75.47405830275098
2021-10-16 00:00:00+00:00,1046.32,981.9971534246578,38.53968105788263,25.783165517459537
2021-10-17 00:00:00+00:00,1141.38,982.0450401826486,176.02125906415625,-16.686299246804708
2021-10-18 00:00:00+00:00,1236.44,982.0189287671236,265.76811707042964,-11.347045837553196
2021-10-19 00:00:00+00:00,920.36,981.9188191780823,183.22273178903214,-244.78155096711447
2021-10-20 00:00:00+00:00,824.88,980.0132849315071,-70.01720910880394,-85.11607582270315
2021-10-21 00:00:00+00:00,509.04,978.3528739726031,-292.9946608742199,-176.31821309838318
2021-10-22 00:00:00+00:00,396.12,979.3077232876715,-156.53721072182762,-426.6505125658439
2021-10-23 00:00:00+00:00,643.5933333333334,982.2136410958907,-205.73050029546283,-132.8898074670945
2021-10-24 00:00:00+00:00,891.0666666666666,983.697476712329,-17.134416353116194,-75.49639369254623
2021-10-25 00:00:00+00:00,1138.54,983.7592301369866,64.8202648495043,89.96050501350905
2021-10-26 00:00:00+00:00,1479.58,980.771778082192,90.9439615772391,407.8642603405689
2021-10-27 00:00:00+00:00,1582.22,982.315887671233,-87.0401736584965,686.9442859872636
2021-10-28 00:00:00+00:00,2065.62,984.1137506849319,86.94482717882727,994.5614221362408
2021-10-29 00:00:00+00:00,981.38,983.3760520547947,-171.5541464130727,169.55809435827794
2021-10-30 00:00:00+00:00,884.425,980.8383899543383,36.58462520050675,-132.99801515484506
2021-10-31 00:00:00+00:00,787.47,979.8981342465756,-113.12884793477217,-79.29928631180344
2021-11-01 00:00:00+00:00,690.5150000000001,980.5552849315071,-89.68417129836169,-200.35611363314533
2021-11-02 00:00:00+00:00,593.5600000000001,980.8424630136989,-66.62490836058127,-320.65755465311753
2021-11-03 00:00:00+00:00,984.46,982.8505726027399,-157.70763903010683,159.31706642736694
2021-11-04 00:00:00+00:00,582.27,984.8995589041098,-341.7016555443813,-60.927903359728475
2021-11-05 00:00:00+00:00,1773.06,985.3498054794522,288.14557177696076,499.56462274358694
2021-11-06 00:00:00+00:00,1805.6866666666667,988.6925086757992,395.9749707878005,421.019187203067
2021-11-07 00:00:00+00:00,1838.3133333333333,992.2640703196349,292.55709308631145,553.4921699273868
2021-11-08 00:00:00+00:00,1870.94,996.0644904109591,334.7640884441833,540.1114211448576
2021-11-09 00:00:00+00:00,2455.2,994.6110109589044,460.9931477289955,999.5958413120999
2021-11-10 00:00:00+00:00,2448.75,994.1100246575346,299.1459969681458,1155.4939783743193
2021-11-11 00:00:00+00:00,1291.52,996.1307369863016,161.23789278263854,134.15137023105984
2021-11-12 00:00:00+00:00,1392.34,997.3076136986303,119.95193654233668,275.0804497590329
2021-11-13 00:00:00+00:00,1281.34,998.8743351598176,-125.99647631896974,408.462141159152
2021-11-14 00:00:00+00:00,1170.34,1000.4561068493152,-314.0968362122395,483.9807293629242
2021-11-15 00:00:00+00:00,1059.34,1002.0529287671236,-79.05211300048653,136.33918423336286
2021-11-16 00:00:00+00:00,1922.88,1003.7838328767125,436.7763344121797,482.3198327111079
2021-11-17 00:00:00+00:00,794.42,1005.4726547945208,-185.2096821020947,-25.8429726924262
2021-11-18 00:00:00+00:00,1120.6,1006.9153397260277,-220.62682920997648,334.31148948394866
2021-11-19 00:00:00+00:00,654.38,1004.3629561643838,-170.25026855530115,-179.7326876090827
2021-11-20 00:00:00+00:00,862.14,1003.0558511415527,-26.44035630245214,-114.47549483910056
2021-11-21 00:00:00+00:00,1069.9,1002.0505041095893,-42.09406596741146,109.94356185782229
2021-11-22 00:00:00+00:00,1277.66,1001.3469150684933,-133.72198202506488,410.03506695657165
2021-11-23 00:00:00+00:00,1063.82,998.9504904109591,489.39978228257826,-424.5302726935374
2021-11-24 00:00:00+00:00,1056.72,996.4146547945209,-67.3459858298695,127.65133103534868
2021-11-25 00:00:00+00:00,1280.36,993.9463808219181,335.5536195736643,-49.14000039558249
2021-11-26 00:00:00+00:00,177.64000000000001,993.409778082192,342.68973913244935,-1158.4595172146414
2021-11-27 00:00:00+00:00,197.48000000000002,991.1019242009133,500.6622340337,-1294.2841582346132
2021-11-28 00:00:00+00:00,217.32,992.3571022831053,-33.221175539935146,-741.81592674317
2021-11-29 00:00:00+00:00,237.16,997.1753123287674,152.95017707821052,-912.9654894069779
2021-11-30 00:00:00+00:00,270.94,1002.2464904109592,-67.5446642762465,-663.7618261347127
2021-12-01 00:00:00+00:00,201.34,1007.3833671232879,-147.3042238042195,-658.7391433190684
2021-12-02 00:00:00+00:00,693.2,1008.5729013698633,273.0827386769399,-588.4556400468032
2021-12-03 00:00:00+00:00,315.08,1008.4087917808223,279.4259130302452,-972.7547048110675
2021-12-04 00:00:00+00:00,647.86,1008.4372164383565,322.9828992556969,-683.5601156940534
2021-12-05 00:00:00+00:00,980.6400000000001,1008.4804036529684,352.8388023761258,-380.67920602909413
2021-12-06 00:00:00+00:00,1313.42,1008.5383534246579,223.97694111299296,80.90470546234923
2021-12-07 00:00:00+00:00,850.92,1008.6110657534249,-125.83741056109886,-31.853655192326073
2021-12-08 00:00:00+00:00,86.12,1010.7109561643839,-387.44633849089826,-537.1446176734856
2021-12-09 00:00:00+00:00,408.16,1011.1609287671237,-264.63282167183945,-338.36810709528424
2021-12-10 00:00:00+00:00,2086.6,1010.0215863013702,-32.19957243268918,1108.7779861313188
2021-12-11 00:00:00+00:00,2222.56,1010.7510292237447,-261.7838336958221,1473.5928044720772
2021-12-12 00:00:00+00:00,2358.52,1010.5471388127858,-242.81550317813299,1590.7883643653472
2021-12-13 00:00:00+00:00,2494.48,1009.4099150684937,-97.41720188418819,1582.4872868156945
2021-12-14 00:00:00+00:00,1658.82,1010.1847369863018,-278.1018339235767,926.7370969372748
2021-12-15 00:00:00+00:00,1076.4,1011.8536684931511,-337.6978449583991,402.24417646524813
2021-12-16 00:00:00+00:00,1363.6,1012.4408465753429,-210.1859327055503,561.3450861302073
2021-12-17 00:00:00+00:00,834.98,1008.3353123287674,70.8684215564311,-244.22373388519844
2021-12-18 00:00:00+00:00,1029.16,1004.1752940639274,80.46642695996488,-55.48172102389216
2021-12-19 00:00:00+00:00,1223.34,999.2308739726031,31.211581221946062,192.8975448054507
2021-12-20 00:00:00+00:00,1417.52,993.5020520547948,-382.65645173068435,806.6743996758895
2021-12-21 00:00:00+00:00,1175.3,988.3194767123291,-393.2488134504382,580.229336738109
2021-12-22 00:00:00+00:00,510.86,986.5431479452059,-534.0756993711054,58.39255142589957
2021-12-23 00:00:00+00:00,504.76,985.6816684931512,-691.694532323736,210.7728638305848
2021-12-24 00:00:00+00:00,436.40999999999997,985.0703808219183,-799.5963524909785,250.9359716690601
2021-12-25 00:00:00+00:00,368.06,986.3781251141558,-827.702494119408,209.38436900525232
2021-12-26 00:00:00+00:00,299.71000000000004,988.886271232877,-832.0581298117645,142.88185857888755
2021-12-27 00:00:00+00:00,231.36,992.5948191780825,-855.2044248648518,93.96960568676934
